date,product,region,units_sold,unit_price,discount,revenue
2025-01-17,Printer,East,5,180,0.0,900.0
2025-01-17,Router,West,19,80,0.0,1520.0
2025-01-17,Router,North,10,80,0.0,800.0
2025-01-17,Router,South,17,80,0.0,1360.0
2025-01-17,Router,East,13,80,0.0,1040.0
2025-01-17,Webcam,West,11,55,0.0,605.0
2025-01-17,Webcam,North,13,55,0.05,679.25
2025-01-17,Webcam,South,12,55,0.0,660.0
2025-01-17,Webcam,East,5,55,0.0,275.0
2025-01-18,Laptop,West,5,650,0.0,3250.0
2025-01-18,Laptop,North,6,650,0.15,3315.0
2025-01-18,Laptop,South,10,650,0.05,6175.0
2025-01-18,Laptop,East,7,650,0.0,4550.0
2025-01-18,Monitor,West,17,220,0.05,3553.0
2025-01-18,Monitor,North,10,220,0.1,1980.0
2025-01-18,Monitor,South,6,220,0.05,1254.0
2025-01-18,Monitor,East,11,220,0.1,2178.0
2025-01-18,Keyboard,West,27,45,0.0,1215.0
2025-01-18,Keyboard,North,23,45,0.0,1035.0
2025-01-18,Keyboard,South,17,45,0.0,765.0
2025-01-18,Keyboard,East,16,45,0.1,648.0
2025-01-18,Mouse,West,28,25,0.15,595.0
2025-01-18,Mouse,North,17,25,0.0,425.0
2025-01-18,Mouse,South,22,25,0.0,550.0
2025-01-18,Mouse,East,25,25,0.0,625.0
2025-01-18,Headset,West,13,60,0.0,780.0
2025-01-18,Headset,North,12,60,0.05,684.0
2025-01-18,Headset,South,14,60,0.0,840.0
2025-01-18,Headset,East,15,60,0.0,900.0
2025-01-18,Printer,West,10,180,0.05,1710.0
2025-01-18,Printer,North,11,180,0.05,1881.0
2025-01-18,Printer,South,4,180,0.0,720.0
2025-01-18,Printer,East,6,180,0.05,1026.0
2025-01-18,Router,West,15,80,0.05,1140.0
2025-01-18,Router,North,18,80,0.05,1368.0
2025-01-18,Router,South,15,80,0.0,1200.0
2025-01-18,Router,East,11,80,0.0,880.0
2025-01-18,Webcam,West,12,55,0.05,627.0
2025-01-18,Webcam,North,8,55,0.0,440.0
2025-01-18,Webcam,South,4,55,0.05,209.0
2025-01-18,Webcam,East,13,55,0.05,679.25
2025-01-19,Laptop,West,7,650,0.0,4550.0
2025-01-19,Laptop,North,7,650,0.1,4095.0
2025-01-19,Laptop,South,11,650,0.0,7150.0
2025-01-19,Laptop,East,13,650,0.05,8027.5
2025-01-19,Monitor,West,14,220,0.0,3080.0
2025-01-19,Monitor,North,17,220,0.05,3553.0
2025-01-19,Monitor,South,12,220,0.0,2640.0
2025-01-19,Monitor,East,14,220,0.05,2926.0
2025-01-19,Keyboard,West,34,45,0.05,1453.5
2025-01-19,Keyboard,North,18,45,0.05,769.5
2025-01-19,Keyboard,South,18,45,0.0,810.0
2025-01-19,Keyboard,East,10,45,0.0,450.0
2025-01-19,Mouse,West,21,25,0.1,472.5
2025-01-19,Mouse,North,34,25,0.0,850.0
2025-01-19,Mouse,South,19,25,0.0,475.0
2025-01-19,Mouse,East,27,25,0.0,675.0
2025-01-19,Headset,West,13,60,0.15,663.0
2025-01-19,Headset,North,20,60,0.0,1200.0
2025-01-19,Headset,South,5,60,0.0,300.0
2025-01-19,Headset,East,13,60,0.0,780.0
2025-01-19,Printer,West,8,180,0.0,1440.0
2025-01-19,Printer,North,5,180,0.0,900.0
2025-01-19,Printer,South,5,180,0.05,855.0
2025-01-19,Printer,East,6,180,0.05,1026.0
2025-01-19,Router,West,14,80,0.0,1120.0
2025-01-19,Router,North,14,80,0.1,1008.0
2025-01-19,Router,South,6,80,0.05,456.0
2025-01-19,Router,East,18,80,0.05,1368.0
2025-01-19,Webcam,West,9,55,0.1,445.5
2025-01-19,Webcam,North,14,55,0.0,770.0
2025-01-19,Webcam,South,9,55,0.05,470.25
2025-01-19,Webcam,East,7,55,0.1,346.5
2025-01-20,Laptop,West,10,650,0.05,6175.0
2025-01-20,Laptop,North,5,650,0.1,2925.0
2025-01-20,Laptop,South,7,650,0.1,4095.0
2025-01-20,Laptop,East,6,650,0.1,3510.0
2025-01-20,Monitor,West,8,220,0.0,1760.0
2025-01-20,Monitor,North,13,220,0.1,2574.0
2025-01-20,Monitor,South,7,220,0.05,1463.0
2025-01-20,Monitor,East,4,220,0.05,836.0
2025-01-20,Keyboard,West,21,45,0.0,945.0
2025-01-20,Keyboard,North,15,45,0.05,641.25
2025-01-20,Keyboard,South,11,45,0.0,495.0
2025-01-20,Keyboard,East,15,45,0.1,607.5
2025-01-20,Mouse,West,29,25,0.0,725.0
2025-01-20,Mouse,North,31,25,0.05,736.25
2025-01-20,Mouse,South,22,25,0.0,550.0
2025-01-20,Mouse,East,34,25,0.1,765.0
2025-01-20,Headset,West,11,60,0.0,660.0
2025-01-20,Headset,North,19,60,0.05,1083.0
2025-01-20,Headset,South,13,60,0.1,702.0
2025-01-20,Headset,East,16,60,0.0,960.0
2025-01-20,Printer,West,7,180,0.0,1260.0
2025-01-20,Printer,North,8,180,0.0,1440.0
2025-01-20,Printer,South,5,180,0.0,900.0
2025-01-20,Printer,East,9,180,0.0,1620.0
2025-01-20,Router,West,19,80,0.0,1520.0
2025-01-20,Router,North,21,80,0.05,1596.0
2025-01-20,Router,South,11,80,0.0,880.0
2025-01-20,Router,East,14,80,0.1,1008.0
2025-01-20,Webcam,West,11,55,0.05,574.75
2025-01-20,Webcam,North,12,55,0.05,627.0
2025-01-20,Webcam,South,6,55,0.05,313.5
2025-01-20,Webcam,East,10,55,0.15,467.5
2025-01-21,Laptop,West,7,650,0.0,4550.0
2025-01-21,Laptop,North,10,650,0.05,6175.0
2025-01-21,Laptop,South,9,650,0.0,5850.0
2025-01-21,Laptop,East,8,650,0.1,4680.0
2025-01-21,Monitor,West,16,220,0.05,3344.0
2025-01-21,Monitor,North,9,220,0.0,1980.0
2025-01-21,Monitor,South,11,220,0.0,2420.0
2025-01-21,Monitor,East,6,220,0.1,1188.0
2025-01-21,Keyboard,West,24,45,0.0,1080.0
2025-01-21,Keyboard,North,20,45,0.1,810.0
2025-01-21,Keyboard,South,22,45,0.0,990.0
2025-01-21,Keyboard,East,17,45,0.0,765.0
2025-01-21,Mouse,West,29,25,0.05,688.75
2025-01-21,Mouse,North,17,25,0.0,425.0
2025-01-21,Mouse,South,25,25,0.05,593.75
2025-01-21,Mouse,East,30,25,0.0,750.0
2025-01-21,Headset,West,18,60,0.05,1026.0
2025-01-21,Headset,North,12,60,0.1,648.0
2025-01-21,Headset,South,12,60,0.0,720.0
2025-01-21,Headset,East,12,60,0.0,720.0
2025-01-21,Printer,West,6,180,0.0,1080.0
2025-01-21,Printer,North,5,180,0.05,855.0
2025-01-21,Printer,South,6,180,0.05,1026.0
2025-01-21,Printer,East,7,180,0.05,1197.0
2025-01-21,Router,West,16,80,0.0,1280.0
2025-01-21,Router,North,14,80,0.1,1008.0
2025-01-21,Router,South,7,80,0.0,560.0
2025-01-21,Router,East,17,80,0.0,1360.0
2025-01-21,Webcam,West,22,55,0.0,1210.0
2025-01-21,Webcam,North,7,55,0.05,365.75
2025-01-21,Webcam,South,3,55,0.05,156.75
2025-01-21,Webcam,East,10,55,0.05,522.5
2025-01-22,Laptop,West,9,650,0.1,5265.0
2025-01-22,Laptop,North,7,650,0.0,4550.0
2025-01-22,Laptop,South,9,650,0.0,5850.0
2025-01-22,Laptop,East,5,650,0.0,3250.0
2025-01-22,Monitor,West,14,220,0.05,2926.0
2025-01-22,Monitor,North,16,220,0.0,3520.0
2025-01-22,Monitor,South,12,220,0.15,2244.0
2025-01-22,Monitor,East,13,220,0.1,2574.0
2025-01-22,Keyboard,West,19,45,0.05,812.25
2025-01-22,Keyboard,North,18,45,0.0,810.0
2025-01-22,Keyboard,South,18,45,0.0,810.0
2025-01-22,Keyboard,East,29,45,0.1,1174.5
2025-01-22,Mouse,West,32,25,0.0,800.0
2025-01-22,Mouse,North,32,25,0.1,720.0
2025-01-22,Mouse,South,19,25,0.0,475.0
2025-01-22,Mouse,East,35,25,0.0,875.0
2025-01-22,Headset,West,19,60,0.05,1083.0
2025-01-22,Headset,North,14,60,0.05,798.0
2025-01-22,Headset,South,12,60,0.0,720.0
2025-01-22,Headset,East,17,60,0.05,969.0
2025-01-22,Printer,West,5,180,0.05,855.0
2025-01-22,Printer,North,6,180,0.05,1026.0
2025-01-22,Printer,South,1,180,0.0,180.0
2025-01-22,Printer,East,4,180,0.0,720.0
2025-01-22,Router,West,18,80,0.05,1368.0
2025-01-22,Router,North,8,80,0.05,608.0
2025-01-22,Router,South,12,80,0.0,960.0
2025-01-22,Router,East,11,80,0.0,880.0
2025-01-22,Webcam,West,11,55,0.1,544.5
2025-01-22,Webcam,North,6,55,0.0,330.0
2025-01-22,Webcam,South,8,55,0.0,440.0
2025-01-22,Webcam,East,15,55,0.0,825.0
2025-01-23,Laptop,West,4,650,0.05,2470.0
2025-01-23,Laptop,North,7,650,0.0,4550.0
2025-01-23,Laptop,South,6,650,0.0,3900.0
2025-01-23,Laptop,East,13,650,0.0,8450.0
2025-01-23,Monitor,West,14,220,0.05,2926.0
2025-01-23,Monitor,North,13,220,0.1,2574.0
2025-01-23,Monitor,South,9,220,0.0,1980.0
2025-01-23,Monitor,East,6,220,0.05,1254.0
2025-01-23,Keyboard,West,23,45,0.0,1035.0
2025-01-23,Keyboard,North,13,45,0.05,555.75
2025-01-23,Keyboard,South,14,45,0.1,567.0
2025-01-23,Keyboard,East,23,45,0.0,1035.0
2025-01-23,Mouse,West,36,25,0.05,855.0
2025-01-23,Mouse,North,25,25,0.05,593.75
2025-01-23,Mouse,South,19,25,0.05,451.25
2025-01-23,Mouse,East,26,25,0.0,650.0
2025-01-23,Headset,West,12,60,0.1,648.0
2025-01-23,Headset,North,15,60,0.05,855.0
2025-01-23,Headset,South,10,60,0.05,570.0
2025-01-23,Headset,East,10,60,0.05,570.0
2025-01-23,Printer,West,6,180,0.15,918.0
2025-01-23,Printer,North,6,180,0.05,1026.0
2025-01-23,Printer,South,7,180,0.05,1197.0
2025-01-23,Printer,East,6,180,0.05,1026.0
2025-01-23,Router,West,13,80,0.05,988.0
2025-01-23,Router,North,16,80,0.05,1216.0
2025-01-23,Router,South,12,80,0.05,912.0
2025-01-23,Router,East,9,80,0.1,648.0
2025-01-23,Webcam,West,10,55,0.0,550.0
2025-01-23,Webcam,North,9,55,0.05,470.25
2025-01-23,Webcam,South,9,55,0.0,495.0
2025-01-23,Webcam,East,10,55,0.1,495.0
2025-01-24,Laptop,West,9,650,0.0,5850.0
2025-01-24,Laptop,North,8,650,0.1,4680.0
2025-01-24,Laptop,South,14,650,0.05,8645.0
2025-01-24,Laptop,East,7,650,0.0,4550.0
2025-01-24,Monitor,West,8,220,0.0,1760.0
2025-01-24,Monitor,North,10,220,0.0,2200.0
2025-01-24,Monitor,South,7,220,0.05,1463.0
2025-01-24,Monitor,East,12,220,0.05,2508.0
2025-01-24,Keyboard,West,34,45,0.0,1530.0
2025-01-24,Keyboard,North,9,45,0.05,384.75
2025-01-24,Keyboard,South,19,45,0.1,769.5
2025-01-24,Keyboard,East,25,45,0.0,1125.0
2025-01-24,Mouse,West,25,25,0.0,625.0
2025-01-24,Mouse,North,27,25,0.0,675.0
2025-01-24,Mouse,South,35,25,0.0,875.0
2025-01-24,Mouse,East,29,25,0.0,725.0
2025-01-24,Headset,West,17,60,0.0,1020.0
2025-01-24,Headset,North,13,60,0.0,780.0
2025-01-24,Headset,South,10,60,0.0,600.0
2025-01-24,Headset,East,22,60,0.05,1254.0
2025-01-24,Printer,West,4,180,0.1,648.0
2025-01-24,Printer,North,6,180,0.1,972.0
2025-01-24,Printer,South,8,180,0.1,1296.0
2025-01-24,Printer,East,9,180,0.0,1620.0
2025-01-24,Router,West,18,80,0.05,1368.0
2025-01-24,Router,North,17,80,0.0,1360.0
2025-01-24,Router,South,12,80,0.05,912.0
2025-01-24,Router,East,15,80,0.05,1140.0
2025-01-24,Webcam,West,12,55,0.05,627.0
2025-01-24,Webcam,North,8,55,0.05,418.0
2025-01-24,Webcam,South,10,55,0.0,550.0
2025-01-24,Webcam,East,10,55,0.05,522.5
2025-01-25,Laptop,West,7,650,0.0,4550.0
2025-01-25,Laptop,North,10,650,0.1,5850.0
2025-01-25,Laptop,South,5,650,0.05,3087.5
2025-01-25,Laptop,East,6,650,0.0,3900.0
2025-01-25,Monitor,West,10,220,0.1,1980.0
2025-01-25,Monitor,North,12,220,0.1,2376.0
2025-01-25,Monitor,South,10,220,0.1,1980.0
2025-01-25,Monitor,East,4,220,0.1,792.0
2025-01-25,Keyboard,West,19,45,0.0,855.0
2025-01-25,Keyboard,North,25,45,0.05,1068.75
2025-01-25,Keyboard,South,14,45,0.1,567.0
2025-01-25,Keyboard,East,18,45,0.0,810.0
2025-01-25,Mouse,West,42,25,0.1,945.0
2025-01-25,Mouse,North,31,25,0.15,658.75
2025-01-25,Mouse,South,23,25,0.05,546.25
2025-01-25,Mouse,East,32,25,0.0,800.0
2025-01-25,Headset,West,15,60,0.0,900.0
2025-01-25,Headset,North,14,60,0.0,840.0
2025-01-25,Headset,South,11,60,0.0,660.0
2025-01-25,Headset,East,12,60,0.1,648.0
2025-01-25,Printer,West,6,180,0.0,1080.0
2025-01-25,Printer,North,8,180,0.05,1368.0
2025-01-25,Printer,South,7,180,0.1,1134.0
2025-01-25,Printer,East,10,180,0.05,1710.0
2025-01-25,Router,West,20,80,0.0,1600.0
2025-01-25,Router,North,20,80,0.0,1600.0
2025-01-25,Router,South,16,80,0.1,1152.0
2025-01-25,Router,East,14,80,0.1,1008.0
2025-01-25,Webcam,West,12,55,0.05,627.0
2025-01-25,Webcam,North,14,55,0.1,693.0
2025-01-25,Webcam,South,9,55,0.0,495.0
2025-01-25,Webcam,East,9,55,0.05,470.25
2025-01-26,Laptop,West,10,650,0.0,6500.0
2025-01-26,Laptop,North,12,650,0.1,7020.0
2025-01-26,Laptop,South,4,650,0.0,2600.0
2025-01-26,Laptop,East,9,650,0.05,5557.5
2025-01-26,Monitor,West,11,220,0.05,2299.0
2025-01-26,Monitor,North,13,220,0.0,2860.0
2025-01-26,Monitor,South,5,220,0.1,990.0
2025-01-26,Monitor,East,10,220,0.05,2090.0
2025-01-26,Keyboard,West,22,45,0.1,891.0
2025-01-26,Keyboard,North,23,45,0.05,983.25
2025-01-26,Keyboard,South,11,45,0.0,495.0
2025-01-26,Keyboard,East,18,45,0.0,810.0
2025-01-26,Mouse,West,28,25,0.0,700.0
2025-01-26,Mouse,North,17,25,0.05,403.75
2025-01-26,Mouse,South,21,25,0.0,525.0
2025-01-26,Mouse,East,28,25,0.0,700.0
2025-01-26,Headset,West,24,60,0.0,1440.0
2025-01-26,Headset,North,11,60,0.0,660.0
2025-01-26,Headset,South,15,60,0.05,855.0
2025-01-26,Headset,East,8,60,0.1,432.0
2025-01-26,Printer,West,7,180,0.1,1134.0
2025-01-26,Printer,North,7,180,0.0,1260.0
2025-01-26,Printer,South,5,180,0.0,900.0
2025-01-26,Printer,East,7,180,0.0,1260.0
2025-01-26,Router,West,16,80,0.0,1280.0
2025-01-26,Router,North,13,80,0.0,1040.0
2025-01-26,Router,South,9,80,0.0,720.0
2025-01-26,Router,East,19,80,0.05,1444.0
2025-01-26,Webcam,West,8,55,0.1,396.0
2025-01-26,Webcam,North,10,55,0.1,495.0
2025-01-26,Webcam,South,8,55,0.1,396.0
2025-01-26,Webcam,East,7,55,0.1,346.5
2025-01-27,Laptop,West,7,650,0.0,4550.0
2025-01-27,Laptop,North,6,650,0.1,3510.0
2025-01-27,Laptop,South,2,650,0.0,1300.0
2025-01-27,Laptop,East,10,650,0.1,5850.0
2025-01-27,Monitor,West,10,220,0.1,1980.0
2025-01-27,Monitor,North,13,220,0.1,2574.0
2025-01-27,Monitor,South,9,220,0.05,1881.0
2025-01-27,Monitor,East,10,220,0.05,2090.0
2025-01-27,Keyboard,West,26,45,0.0,1170.0
2025-01-27,Keyboard,North,19,45,0.0,855.0
2025-01-27,Keyboard,South,19,45,0.1,769.5
2025-01-27,Keyboard,East,26,45,0.0,1170.0
2025-01-27,Mouse,West,29,25,0.05,688.75
2025-01-27,Mouse,North,31,25,0.05,736.25
2025-01-27,Mouse,South,19,25,0.05,451.25
2025-01-27,Mouse,East,23,25,0.05,546.25
2025-01-27,Headset,West,15,60,0.15,765.0
2025-01-27,Headset,North,12,60,0.1,648.0
2025-01-27,Headset,South,12,60,0.0,720.0
2025-01-27,Headset,East,13,60,0.0,780.0
2025-01-27,Printer,West,1,180,0.15,153.0
2025-01-27,Printer,North,11,180,0.05,1881.0
2025-01-27,Printer,South,3,180,0.1,486.0
2025-01-27,Printer,East,9,180,0.0,1620.0
2025-01-27,Router,West,13,80,0.05,988.0
2025-01-27,Router,North,17,80,0.0,1360.0
2025-01-27,Router,South,5,80,0.05,380.0
2025-01-27,Router,East,21,80,0.0,1680.0
2025-01-27,Webcam,West,17,55,0.0,935.0
2025-01-27,Webcam,North,7,55,0.0,385.0
2025-01-27,Webcam,South,14,55,0.1,693.0
2025-01-27,Webcam,East,7,55,0.0,385.0
2025-01-28,Laptop,West,11,650,0.0,7150.0
2025-01-28,Laptop,North,7,650,0.05,4322.5
2025-01-28,Laptop,South,4,650,0.1,2340.0
2025-01-28,Laptop,East,6,650,0.0,3900.0
2025-01-28,Monitor,West,7,220,0.0,1540.0
2025-01-28,Monitor,North,15,220,0.0,3300.0
2025-01-28,Monitor,South,7,220,0.0,1540.0
2025-01-28,Monitor,East,12,220,0.0,2640.0
2025-01-28,Keyboard,West,24,45,0.05,1026.0
2025-01-28,Keyboard,North,23,45,0.0,1035.0
2025-01-28,Keyboard,South,25,45,0.05,1068.75
2025-01-28,Keyboard,East,28,45,0.05,1197.0
2025-01-28,Mouse,West,27,25,0.1,607.5
2025-01-28,Mouse,North,28,25,0.0,700.0
2025-01-28,Mouse,South,22,25,0.0,550.0
2025-01-28,Mouse,East,30,25,0.05,712.5
2025-01-28,Headset,West,18,60,0.1,972.0
2025-01-28,Headset,North,14,60,0.0,840.0
2025-01-28,Headset,South,9,60,0.1,486.0
2025-01-28,Headset,East,13,60,0.05,741.0
2025-01-28,Printer,West,5,180,0.0,900.0
2025-01-28,Printer,North,4,180,0.0,720.0
2025-01-28,Printer,South,8,180,0.1,1296.0
2025-01-28,Printer,East,12,180,0.0,2160.0
2025-01-28,Router,West,16,80,0.0,1280.0
2025-01-28,Router,North,14,80,0.0,1120.0
2025-01-28,Router,South,18,80,0.1,1296.0
2025-01-28,Router,East,12,80,0.1,864.0
2025-01-28,Webcam,West,10,55,0.0,550.0
2025-01-28,Webcam,North,7,55,0.0,385.0
2025-01-28,Webcam,South,9,55,0.05,470.25
2025-01-28,Webcam,East,12,55,0.0,660.0
2025-01-29,Laptop,West,16,650,0.05,9880.0
2025-01-29,Laptop,North,9,650,0.1,5265.0
2025-01-29,Laptop,South,6,650,0.0,3900.0
2025-01-29,Laptop,East,11,650,0.05,6792.5
2025-01-29,Monitor,West,10,220,0.0,2200.0
2025-01-29,Monitor,North,6,220,0.05,1254.0
2025-01-29,Monitor,South,6,220,0.05,1254.0
2025-01-29,Monitor,East,11,220,0.1,2178.0
2025-01-29,Keyboard,West,29,45,0.05,1239.75
2025-01-29,Keyboard,North,27,45,0.05,1154.25
2025-01-29,Keyboard,South,17,45,0.15,650.25
2025-01-29,Keyboard,East,15,45,0.0,675.0
2025-01-29,Mouse,West,27,25,0.15,573.75
2025-01-29,Mouse,North,16,25,0.0,400.0
2025-01-29,Mouse,South,18,25,0.05,427.5
2025-01-29,Mouse,East,24,25,0.0,600.0
2025-01-29,Headset,West,13,60,0.1,702.0
2025-01-29,Headset,North,11,60,0.1,594.0
2025-01-29,Headset,South,19,60,0.0,1140.0
2025-01-29,Headset,East,23,60,0.0,1380.0
2025-01-29,Printer,West,9,180,0.15,1377.0
2025-01-29,Printer,North,11,180,0.0,1980.0
2025-01-29,Printer,South,8,180,0.0,1440.0
2025-01-29,Printer,East,3,180,0.05,513.0
2025-01-29,Router,West,18,80,0.0,1440.0
2025-01-29,Router,North,16,80,0.05,1216.0
2025-01-29,Router,South,16,80,0.0,1280.0
2025-01-29,Router,East,15,80,0.1,1080.0
2025-01-29,Webcam,West,19,55,0.0,1045.0
2025-01-29,Webcam,North,9,55,0.0,495.0
2025-01-29,Webcam,South,9,55,0.15,420.75
2025-01-29,Webcam,East,8,55,0.05,418.0
2025-01-30,Laptop,West,11,650,0.05,6792.5
2025-01-30,Laptop,North,5,650,0.1,2925.0
2025-01-30,Laptop,South,5,650,0.0,3250.0
2025-01-30,Laptop,East,8,650,0.0,5200.0
2025-01-30,Monitor,West,10,220,0.0,2200.0
2025-01-30,Monitor,North,8,220,0.1,1584.0
2025-01-30,Monitor,South,7,220,0.0,1540.0
2025-01-30,Monitor,East,10,220,0.1,1980.0
2025-01-30,Keyboard,West,20,45,0.0,900.0
2025-01-30,Keyboard,North,19,45,0.05,812.25
2025-01-30,Keyboard,South,20,45,0.1,810.0
2025-01-30,Keyboard,East,15,45,0.05,641.25
2025-01-30,Mouse,West,27,25,0.0,675.0
2025-01-30,Mouse,North,28,25,0.05,665.0
2025-01-30,Mouse,South,26,25,0.0,650.0
2025-01-30,Mouse,East,24,25,0.0,600.0
2025-01-30,Headset,West,11,60,0.0,660.0
2025-01-30,Headset,North,10,60,0.0,600.0
2025-01-30,Headset,South,14,60,0.1,756.0
2025-01-30,Headset,East,17,60,0.0,1020.0
2025-01-30,Printer,West,8,180,0.0,1440.0
2025-01-30,Printer,North,6,180,0.0,1080.0
2025-01-30,Printer,South,8,180,0.0,1440.0
2025-01-30,Printer,East,3,180,0.0,540.0
2025-01-30,Router,West,26,80,0.1,1872.0
2025-01-30,Router,North,18,80,0.05,1368.0
2025-01-30,Router,South,11,80,0.0,880.0
2025-01-30,Router,East,18,80,0.0,1440.0
2025-01-30,Webcam,West,17,55,0.0,935.0
2025-01-30,Webcam,North,11,55,0.15,514.25
2025-01-30,Webcam,South,9,55,0.0,495.0
2025-01-30,Webcam,East,11,55,0.1,544.5
2025-01-31,Laptop,West,9,650,0.0,5850.0
2025-01-31,Laptop,North,9,650,0.1,5265.0
2025-01-31,Laptop,South,7,650,0.1,4095.0
2025-01-31,Laptop,East,7,650,0.0,4550.0
2025-01-31,Monitor,West,13,220,0.0,2860.0
2025-01-31,Monitor,North,9,220,0.0,1980.0
2025-01-31,Monitor,South,8,220,0.0,1760.0
2025-01-31,Monitor,East,20,220,0.0,4400.0
2025-01-31,Keyboard,West,24,45,0.1,972.0
2025-01-31,Keyboard,North,22,45,0.0,990.0
2025-01-31,Keyboard,South,15,45,0.0,675.0
2025-01-31,Keyboard,East,32,45,0.05,1368.0
2025-01-31,Mouse,West,25,25,0.0,625.0
2025-01-31,Mouse,North,23,25,0.1,517.5
2025-01-31,Mouse,South,20,25,0.1,450.0
2025-01-31,Mouse,East,29,25,0.0,725.0
2025-01-31,Headset,West,17,60,0.0,1020.0
2025-01-31,Headset,North,15,60,0.1,810.0
2025-01-31,Headset,South,10,60,0.0,600.0
2025-01-31,Headset,East,11,60,0.05,627.0
2025-01-31,Printer,West,9,180,0.1,1458.0
2025-01-31,Printer,North,4,180,0.0,720.0
2025-01-31,Printer,South,4,180,0.05,684.0
2025-01-31,Printer,East,5,180,0.05,855.0
2025-01-31,Router,West,18,80,0.05,1368.0
2025-01-31,Router,North,17,80,0.0,1360.0
2025-01-31,Router,South,13,80,0.05,988.0
2025-01-31,Router,East,11,80,0.05,836.0
2025-01-31,Webcam,West,13,55,0.1,643.5
2025-01-31,Webcam,North,14,55,0.0,770.0
2025-01-31,Webcam,South,8,55,0.0,440.0
2025-01-31,Webcam,East,14,55,0.05,731.5
2025-02-01,Laptop,West,9,650,0.0,5850.0
2025-02-01,Laptop,North,7,650,0.15,3867.5
2025-02-01,Laptop,South,8,650,0.0,5200.0
2025-02-01,Laptop,East,10,650,0.0,6500.0
2025-02-01,Monitor,West,5,220,0.05,1045.0
2025-02-01,Monitor,North,17,220,0.1,3366.0
2025-02-01,Monitor,South,11,220,0.0,2420.0
2025-02-01,Monitor,East,15,220,0.1,2970.0
2025-02-01,Keyboard,West,21,45,0.05,897.75
2025-02-01,Keyboard,North,19,45,0.0,855.0
2025-02-01,Keyboard,South,14,45,0.05,598.5
2025-02-01,Keyboard,East,18,45,0.0,810.0
2025-02-01,Mouse,West,39,25,0.1,877.5
2025-02-01,Mouse,North,21,25,0.0,525.0
2025-02-01,Mouse,South,26,25,0.05,617.5
2025-02-01,Mouse,East,32,25,0.05,760.0
2025-02-01,Headset,West,12,60,0.05,684.0
2025-02-01,Headset,North,10,60,0.05,570.0
2025-02-01,Headset,South,16,60,0.0,960.0
2025-02-01,Headset,East,13,60,0.0,780.0
2025-02-01,Printer,West,12,180,0.05,2052.0
2025-02-01,Printer,North,8,180,0.0,1440.0
2025-02-01,Printer,South,7,180,0.0,1260.0
2025-02-01,Printer,East,6,180,0.15,918.0
2025-02-01,Router,West,13,80,0.0,1040.0
2025-02-01,Router,North,18,80,0.05,1368.0
2025-02-01,Router,South,7,80,0.0,560.0
2025-02-01,Router,East,19,80,0.0,1520.0
2025-02-01,Webcam,West,8,55,0.0,440.0
2025-02-01,Webcam,North,6,55,0.05,313.5
2025-02-01,Webcam,South,7,55,0.0,385.0
2025-02-01,Webcam,East,9,55,0.05,470.25
2025-02-02,Laptop,West,7,650,0.1,4095.0
2025-02-02,Laptop,North,7,650,0.15,3867.5
2025-02-02,Laptop,South,2,650,0.05,1235.0
2025-02-02,Laptop,East,7,650,0.05,4322.5
2025-02-02,Monitor,West,13,220,0.05,2717.0
2025-02-02,Monitor,North,7,220,0.0,1540.0
2025-02-02,Monitor,South,14,220,0.05,2926.0
2025-02-02,Monitor,East,12,220,0.0,2640.0
2025-02-02,Keyboard,West,28,45,0.0,1260.0
2025-02-02,Keyboard,North,12,45,0.1,486.0
2025-02-02,Keyboard,South,12,45,0.0,540.0
2025-02-02,Keyboard,East,22,45,0.1,891.0
2025-02-02,Mouse,West,27,25,0.0,675.0
2025-02-02,Mouse,North,29,25,0.0,725.0
2025-02-02,Mouse,South,19,25,0.1,427.5
2025-02-02,Mouse,East,21,25,0.1,472.5
2025-02-02,Headset,West,23,60,0.15,1173.0
2025-02-02,Headset,North,13,60,0.1,702.0
2025-02-02,Headset,South,12,60,0.05,684.0
2025-02-02,Headset,East,13,60,0.05,741.0
2025-02-02,Printer,West,6,180,0.1,972.0
2025-02-02,Printer,North,4,180,0.0,720.0
2025-02-02,Printer,South,7,180,0.05,1197.0
2025-02-02,Printer,East,4,180,0.1,648.0
2025-02-02,Router,West,16,80,0.0,1280.0
2025-02-02,Router,North,18,80,0.1,1296.0
2025-02-02,Router,South,12,80,0.0,960.0
2025-02-02,Router,East,22,80,0.0,1760.0
2025-02-02,Webcam,West,11,55,0.0,605.0
2025-02-02,Webcam,North,12,55,0.0,660.0
2025-02-02,Webcam,South,10,55,0.0,550.0
2025-02-02,Webcam,East,5,55,0.1,247.5
2025-02-03,Laptop,West,11,650,0.05,6792.5
2025-02-03,Laptop,North,11,650,0.0,7150.0
2025-02-03,Laptop,South,6,650,0.0,3900.0
2025-02-03,Laptop,East,7,650,0.0,4550.0
2025-02-03,Monitor,West,14,220,0.1,2772.0
2025-02-03,Monitor,North,11,220,0.05,2299.0
2025-02-03,Monitor,South,7,220,0.1,1386.0
2025-02-03,Monitor,East,15,220,0.0,3300.0
2025-02-03,Keyboard,West,17,45,0.05,726.75
2025-02-03,Keyboard,North,22,45,0.0,990.0
2025-02-03,Keyboard,South,23,45,0.0,1035.0
2025-02-03,Keyboard,East,24,45,0.1,972.0
2025-02-03,Mouse,West,34,25,0.1,765.0
2025-02-03,Mouse,North,23,25,0.0,575.0
